word,definition,translation
tabletops,plural of tabletop\nn. the top horizontal work surface of a table,(tabletop 的复数) n. 桌面
tablets,n a slab of stone or wood suitable for bearing an inscription\nn a number of sheets of paper fastened together along one edge\nn a small flat compressed cake of some substance\nn a dose of medicine in the form of a small pellet,n. 药片( tablet的名词复数 ); （木、竹）简; 碑; 一块肥皂
tablets press,,[化] 造粒机
tabletted,,用碑牌纪念（tablet的过去式与过去分词形式）
tabletting,,压挤团煤法
tableware,n. articles for use at the table (dishes and silverware and glassware),n. 餐具
tablier,,"n. (女子的)围裙,(旧时女服上的)围裙式装饰"
tabling,v hold back to a later time\nv arrange or enter in tabular form,"n. 盖顶, 束带层, 墙帽, 嵌合"
tablite,,钠板石
tabloid,n. newspaper with half-size pages,"n. 小报, 小型画报, 药片, 文摘\na. 轰动性的, 扼要的, 缩略的, 小报式的"
tabloidish,,"[美]小报的, 简短的, 非正式的"
tabloidism,," 小型报的作风, 小题大做的作风"
tabloids,n. sensationalist journalism\nn. newspaper with half-size pages,"n. 小报, 通俗小报（版面通常比大报小一半, 文章短, 图片多, 经常报道名人佚事）( tabloid的复数形式 ); 药片"
tabnab,,"n. 蛋糕,小圆面包,美味小吃"
tabo,,n. (Tabo)人名；(日)田保 (姓)
taboada,, [地名] [西班牙] 塔沃阿达
taboleiro,,沿海平顶方山
taboo,n. a prejudice (especially in Polynesia and other South Pacific islands) that prohibits the use or mention of something because of its sacred nature\nn. an inhibition or ban resulting from social custom or emotional aversion\nv. declare as sacred and forbidden\ns. forbidden to profane use especially in South Pacific islands,"n. 禁忌, 禁止接近, 禁止使用\na. 禁忌的, 忌讳的\nvt. 禁忌, 忌讳, 禁止"
taboo term,,[计] 禁忌词
taboo word,, 禁忌词
tabooed,imp. & p. p. of Taboo,a. 禁忌的\nv. 禁忌；制止（taboo的过去式和过去分词）
tabooing,p. pr. & vb. n. of Taboo,n. 禁忌；禁止\na. 禁忌的；忌讳的\nvt. 禁忌；禁止
taboos,n a prejudice (especially in Polynesia and other South Pacific islands) that prohibits the use or mention of something because of its sacred nature\nn an inhibition or ban resulting from social custom or emotional aversion\nv declare as sacred and forbidden,n. 禁忌（taboo的复数形式）
taboparalysis,,[医] 脊髓痨[性]麻痹性痴呆
taboparesis,,[医] 脊髓痨[性]麻痹性痴呆
tabophobia,,背髓痨恐怖
tabor,n. a small drum with one head of soft calfskin,n. 单面小鼓\nvi. 敲小鼓
tabor pipe,,[网络] 制导管
Tabora,n. a city in western Tanzania,n. (Tabora)人名；(罗)塔博拉
tabored,imp. & p. p. of Tabor,n. 单面小鼓\nvi. 敲小鼓\nvt. 击（手鼓）
taborer,n. One who plays on the tabor.,n. 单面小鼓 (tabor的变形)
taboret,n. a low stool in the shape of a drum,"n. 小凳子, 绣框"
tabori,, [人名] 塔博里
taborin,,n. (用单根鼓棒敲奏的) 狭长小鼓
taborine,"n. A small, shallow drum; a tabor.",n. (用单根鼓棒敲奏的) 狭长小鼓
taboring,p. pr. & vb. n. of Tabor,n. 单面小鼓\nvi. 敲小鼓\nvt. 击（手鼓）
tabors,plural of tabor\nn. a small drum with one head of soft calfskin,(tabor 的复数) n. 单面小鼓\nvi. 敲小鼓
tabouleh,,n. =tabbouleh[亦作tabouli]
tabour,n a small drum with one head of soft calfskin,n. 单面小鼓\nvi. 敲小鼓
tabourer,,n. 单面小鼓 (tabor的变形)
tabouret,n a low stool in the shape of a drum,"n. 小凳子, 绣框"
tabp,,abbr. type A behavior pattern A型行为模式
tabret,n. A taboret., 小手鼓
Tabriz,n an ancient city in northwestern Iran; known for hot springs,大不里士(伊朗西北部城市)
tabs,n the bill in a restaurant\nn sensationalist journalism\nn the key on a typewriter or a word processor that causes a tabulation\nn a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it\nn a dose of medicine in the form of a small pellet,"n. 跳格设定, 制表符\n[计] 跳格设定, 制表符"
TABSOL,,[计] 面向制表系统的语言
tabu,n a prejudice (especially in Polynesia and other South Pacific islands) that prohibits the use or mention of something because of its sacred nature\nn an inhibition or ban resulting from social custom or emotional aversion\ns forbidden to profane use especially in South Pacific islands\ns excluded from use or mention,n. 禁忌
tabuk,, [地名] [菲律宾] 塔布克
tabula,n. A table; a tablet.\nn. One of the transverse plants found in the calicles of\n   certain corals and hydroids.,"n. 牌, 书板, 板, 骨板, 横膈\n[医] [骨]板"
tabula rasa,,"n. <拉>白板, 擦净的书写板； 婴儿空白的心灵状态, 纯洁质朴状态; 光板"
tabulae,pl.  of Tabula, [医][骨]板； 横隔（腔肠动物）； 横板（古生物）
tabular,a. of or pertaining to or arranged in table form\ns. flat; like a table in form,"a. 制成表的, 扁平的, 表格式的, 平坦的\n[医] 板状的"
tabular actual,,[医] 图表死亡率(人寿保险者寿命表中的死亡率)
tabular array,,[网络] 表格数组
tabular bone,,[医] 扁骨
tabular book,,"[经] 表式帐簿, 多样式帐簿"
tabular cash book,,"[经] 多栏式现金出纳簿, 表格式现金出纳簿"
tabular data presentation,,[计] 列表数据表示
tabular display,,[计] 表格显示
tabular epithelium,,"[医] 扁平上皮, 鳞状上皮"
tabular form,,[计] 列表形式
tabular interpretive program,,"[计] 译表程序, 表解释程序"
tabular language,,[计] 列表语言
tabular ledger,,"[经] 表格式分户帐, 多栏式分类帐"
tabular matter,, 表格排版
tabular representation,,[计] 表格表示法
tabular sequence control,,[计] 表格控制
tabular standard of value,,[经] 表式价值标准
tabular system-oriented language,,[计] 面向制表系统的语言
Tabular Systems Oriented Language,,[计] 面向制表系统的语言
tabular text,,[计] 列表正文
tabulare,,板骨
tabularise,v arrange or enter in tabular form,"vt. [英国英语]=tabularize,"
tabularization,"n. The act of tabularizing, or the state of being\n   tabularized; formation into tables; tabulation.",n. tabularize的变形
tabularize,v arrange or enter in tabular form,"vt.把(事实、数字等)列成表格, 把…排成表格式"
tabularized,imp. & p. p. of Tabularize,把(事实、数字等)列成表格\n把…排成表格式
tabularizing,p. pr. & vb. n. of Tabularize,把(事实、数字等)列成表格\n把…排成表格式
tabulata,n. pl. An artificial group of stony corals including those\n   which have transverse septa in the calicles. The genera Pocillopora and\n   Favosites are examples.," 横板珊瑚亚纲, 床板珊瑚"
tabulate,v. shape or cut with a flat surface,"vt. 作成表, 作成一览表, 使成平面\na. 平板状的, 平面的\n[计] 制表"
tabulated,v arrange or enter in tabular form\nv shape or cut with a flat surface,v. 把（数字、事实）列成表( tabulate的过去式和过去分词 )
tabulated data,,[计] 列表数据
tabulated function,,[计] 列表函数
tabulated quotation,,[经] 行情表
tabulates,v arrange or enter in tabular form\nv shape or cut with a flat surface,v. 把（数字、事实）列成表( tabulate的第三人称单数 )
tabulating,v arrange or enter in tabular form\nv shape or cut with a flat surface,"[计] 列表, 制表"
tabulating card,,[计] 列表卡片
tabulating equipment,,[经] 编表设备
tabulating machine,,[经] 编表机
tabulating result,,"[计] 列表结果, 制表结果"
tabulating system,,[计] 卡片系统
tabulation,n. information set out in tabular form\nn. the act of putting into tabular form,"n. 作表, 表格\n[经] 制表, 列表"
tabulation character,,[计] 制表字符
tabulation field,,[计] 制表字段
tabulation marker,,[计] 制表标记
tabulation method,,"[计] 列表法, 制表法"
tabulation sequential format,,[计] 制表顺序格式
tabulation space,,[计] 制表间隔
tabulations,plural of tabulation\nn. information set out in tabular form\nn. the act of putting into tabular form,"(tabulation 的复数) n. 作表, 表格\n[经] 制表, 列表"
tabulator,n a calculator that keeps a record of the number of times something happens,"n. 制表人, 定位装置\n[计] 制表机"
tabulator card,,"[计] 制表机卡片, 制表程序卡"
tabulator character,,[计] 制表机字符
tabulator clear key,,[计] 制表机清除键
tabulator name,,[计] 制表机名
tabulator number,,[计] 制表机号码
tabulator simulator,,[计] 制表机模拟程序
tabulator support program,,[计] 制表机支援程序
tabulators,n. a calculator that keeps a record of the number of times something happens,"n. 作表的人, 制表机, （打字机上为制表用的）跳格键( tabulator的复数形式 )"
tabuletta,,[医] 片剂
tabun,"n the first known nerve agent, synthesized by German chemists in 1936; a highly toxic combustible liquid that is soluble in organic solvents and is used as a nerve gas in chemical warfare",n. [亦作T-][化]塔崩(一种神经性毒剂)
tabunase,,[化] 塔崩酶
tabut,,"棺材, 坟墓"
TAC,n. A kind of customary payment by a tenant; -- a word used in old\n   records.,[计] 东京大学自动计算机
taca,,abbr. terminal access control agent 终端接入控制代理
tacamahac,n poplar of northeastern North America with broad heart-shaped leaves,"n. [化]塔柯胶,[植]胶杨"
tacamahaca,"n. A bitter balsamic resin obtained from tropical American\n   trees of the genus Elaphrium (E. tomentosum and E. Tacamahaca), and\n   also from East Indian trees of the genus Calophyllum; also, the\n   resinous exhudation of the balsam poplar.\nn. Any tree yielding tacamahac resin, especially, in North\n   America, the balsam poplar, or balm of Gilead (Populus balsamifera).","n. [化]塔柯胶,[植]胶杨"
TACAN,,n. [空]塔康( 一种战术空中导航系统)
Tacca,,[网络] 蒟蒻薯属；箭根薯属；收起回复
Tacca leontopetaloides,,[网络] 蒟蒻薯；狮瓣蒟蒻
Taccaceae,,[网络] 蒟蒻薯科；箭根薯科；蛛丝草科
tacciometer,,表面粘力计
tace,"n. The cross, or church, of St. Antony. See Illust. (6), under\n   Cross, n.\nn. See Tasse.",<拉>vi.[用于祈使句]别作声 \nn. =tasse[变体]
tacet,v.impers. It is silent; -- a direction for a vocal or\n   instrumental part to be silent during a whole movement.,<拉>vi.[音]休止[字面意义：it is silent]
tach,n measuring instrument for indicating speed of rotation,abbr. 环节（tache）；转速计（tachometer）
tacha,, [人名] 塔哈
Tachamocho fever,,[医] 哥伦比亚热
tacharanite,,n. [矿]易变硅钙石
Tachardia lacca Kerr,,[医] 胶虫
tachatanite,,易变硅钙石
tache,"n. Something used for taking hold or holding; a catch; a loop;\n   a button.\nn. A spot, stain, or blemish.","n. 纽带, 颜色斑点"
tacheometer,n a theodolite designed for rapid measurements,n. 准距仪
tacheometry,,n. [测]视距测量(法)
taches laiteuses,,[医] 乳状斑
taches meningealei,,"[医] 脑膜[病]性划痕, 脑[病]性划痕"
taches motrice,,[医] 运动[末]端(运动神经末端)
taches noir,,[医] 黑斑
taches spinale,,[医] 脊髓病性斑
taches vierge,,[医] 环状斑(细菌培养基上的无菌圆点)
tachetee,,"[医] 有斑点的, 斑[性]的"
tachetic,,"[医] 有斑点的, 斑[性]的"
tachetic gangrene,,[医] 瘀斑性坏疽
tachina,n. Any one of numerous species of Diptera belonging to\n   Tachina and allied genera. Their larvae are external parasites of other\n   insects.,fly[昆]寄蝇
tachina fly,,n. 寄蝇
tachinid,,n. & adj.[昆]寄蝇(的)
Tachinidae,n. parasites on other insects,寄蝇科
tachiol,,n. [化]氟化银
tachism,,n. 抽象派绘画法
tachisme,,n. 塔西抽象绘画法
tachist,,"塔希派画家, 滴色派画家"
tachiste,,"n. [法语]塔希派画家, 滴色派画家\na. 塔希派画家的, 滴色派画家的"
tachistoscope,n scientific instrument used by psychologists; presents visual stimuli for brief exposures,"n. [心]视速仪, 视觉记忆测试镜"
tachistoscopes,plural of tachistoscope\nn scientific instrument used by psychologists; presents visual stimuli for brief exposures,"(tachistoscope 的复数) n.[心]视速仪, 视觉记忆测试镜"
tachistoscopic,,[医] 速转实体镜的
tachistoscopically,,adv. tachistoscope的变形
tacho,,"n. 转速计, 转速器"
tacho-,,"[医] 速, 快速"
tachogenerator,,"测速发电机, 转速表传感器"
tachogram,n a graphical record of speed and distance produced by a tachograph,"n. 转速图表, 速度图表"
tachograph,n a tachometer that produces a graphical record of its readings; used to record the speed and duration of trips in a motor vehicle,n. 转速图表
tachographs,plural of tachograph\nn a tachometer that produces a graphical record of its readings; used to record the speed and duration of trips in a motor vehicle,(tachograph 的复数) n. 转速图表
tachography,,血流速度描记法
tachometer,n. measuring instrument for indicating speed of rotation,"n. 转速计, 流速计\n[医] 血流速度计"
tachometer dynamo,,[电] 转数计用发动机
tachometer generator,,[电] 转速计用发电机
tachometers,plural of tachometer\nn. measuring instrument for indicating speed of rotation,"(tachometer 的复数) n. 转速计, 流速计\n[医] 血流速度计"
tachometry,,"n. [测]转速测定(法),流速测定(法)"
tachomotor,,测速电动机
tachos,plural of tacho,"(tacho 的复数) n. 转速计, 转速器"
tachoscope,,手提转速计
tachy-,,"pref. 快, 过速\n[医] 速, 快速"
tachyaphalite,,硅钍锆石
tachyarrhythmia,,"n. 心律失常, 心律加快"
tachyarrhythmias,plural of tachyarrhythmia,"(tachyarrhythmia 的复数) n. 心律失常, 心律加快"
tachyauxesis,,n. [生]局部生长过速
tachycardia,n. abnormally rapid heartbeat (over 100 beats per minute),"n. 心动过速\n[医] 心博过速, 心动过速"
tachycardiac,,"a. 心动过速的,心搏过速的"
tachycardias,plural of tachycardia\nn. abnormally rapid heartbeat (over 100 beats per minute),"(tachycardia 的复数) n. 心动过速\n[医] 心博过速, 心动过速"
tachycardic,, 心搏过速的，心搏加速药，心动过速的
tachydrite,,溢晶石
tachydrol,,[化] 大曲哚
tachydromile,,湍急河流
tachygenesis,,"简捷发生(昆虫幼期的紧缩发生), 加速发生"
Tachyglossidae,,[网络] 针鼹科
Tachyglossus,,n. 针鼹属\n[网络] 短吻针鼹属
tachygraph,,速记
tachygrapher,,"n. 速记人, (尤指古希腊和古罗马的)速记员"
tachygraphic,a. Alt. of Tachygraphical,a. tachygraphy的变形
tachygraphical,a. Of or pertaining to tachygraphy; written in\n   shorthand.,a. tachygraphy的变形
tachygraphometer,,供测量用的带照准仪的速测仪
tachygraphometry,,图示测速术[学]
tachygraphy,n a method of writing rapidly,n. 速记术\n[医] 血流速度描记法
tachyhydrite,,n. [矿]溢晶石
tachyiatria,,[医] 快速疗法(旧名)
tachykinin,,速激肽
tachykinins,plural of tachykinin,(tachykinin 的复数) 速激肽
tachylalia,,"语言急速, 速语癖, 急语"
tachylite,n. a basic or basalt glass,玄武黑曜岩
tachylogia,,"言语快速, 急语"
tachylyte,n. A vitreous form of basalt; -- so called because\n   decomposable by acids and readily fusible.,n. [矿]玄武玻璃
tachymetabolism,,n. [动]代谢过速
tachymeter,n. a theodolite designed for rapid measurements,n. 视距计\n[医] 动速测量器
tachymetry,,n. 准距快速测定术
Tachyniscidae,,拟寄蝇科
tachyol,,[化] 氟化银
tachyon,,n. [核]超光速粒子
tachyonic,,adj. [核物理学]速子的，超光速粒子的
