word,definition,translation
quadratics,n a branch of algebra dealing with quadratic equations\nn an equation in which the highest power of an unknown quantity is a square\nn a polynomial of the second degree,n. [数]二次方程式论
quadrating,p. pr. & vb. n. of Quadrate,"vt. 使成正方形；使适合\nvi. 适合, 一致；成正方形\na. 正方形的, 方形的\nn. 正方形；方骨肌"
quadratipronator,,[医] 旋前方肌
quadratojugal,a. Of or pertaining to the quadrate and jugal bones.\na. Of or pertaining to the quadratojugal bone.\nn. The quadratojugal bone., [脊椎] 方轭骨
quadratrix,"n. A curve made use of in the quadrature of other curves;\n   as the quadratrix, of Dinostratus, or of Tschirnhausen.",割圆曲线
quadratron,,热阴极四极管
quadrats,"plural of quadrat\nn. A block of type metal lower than the letters, -- used in\n   spacing and in blank lines.\nn. An old instrument used for taking altitudes; -- called\n   also geometrical square, and line of shadows.","(quadrat 的复数) n. 铅条\n[医] 平方区, 方嵌体"
quadrature,n. the construction of a square having the same area as some other figure,"n. 求面积, 正交, 弦\n[计] 正交"
quadrature amplifier,,[电] 正交放大器
quadrature amplitude modulation,,[计] 正交调幅
quadrature carrier,,[电] 正交载子
quadrature component,,[计] 正交分量
quadrature error,,[计] 转象误差
quadrature field,,[电] 正交场
quadrature formula,,[计] 求积公式
quadrature modulation,,[计] 正交调制
quadrature portion,,[电] 正交部份
quadrature sensitivity,,[电] 正交灵敏度
quadrature voltage,,[电] 正交电压
quadrature-phase subcarrier sign-al,,[电] 正交相位副载子讯号
quadratus,,"[医] 方肌, 方的, 方形的"
quadratus femoris,,[医] 股方肌
quadratus labii inferioris,,[医] 下唇方肌
quadratus labii superioris,,[医] 止唇方肌
quadratus lumborum,,[医] 腰方肌
quadratus plantae,,[医] 跖方肌
quadravalence,,四价
quadrel,"n. A square piece of turf or peat.\nn. A square brick, tile, or the like.","n. 方形石,方砖"
quadrennial,"a. Comprising four years; as, a quadrennial period.\na. Occurring once in four years, or at the end of every\n   four years; as, quadrennial games.","a. 连续四年的, 每四年一次的\nn. 第四周年"
quadrennially,adv. Once in four years.,adv. 四年一次地
quadrennium,n. a period of four years,n. 四年的时间
quadrenniums,,四年( quadrennium的名词复数 )
quadri,, [土木]四幅路
quadri-," A combining form meaning four, four times, fourfold; as,\n   quadricapsular, having four capsules.","[医] 四, 四倍"
quadriad,,n. 四个一组(或一套、一系列)
quadribasic,a. Same as Tetrabasic.,"四碱价的, 四元的"
quadribasic acid,,[化] 四价酸; 四元酸
quadric,n. a curve or surface whose equation (in Cartesian coordinates) is of the second degree,a. 二次的\nn. 二次曲面
quadric crank chain,,[机] 四节曲
quadric curve,,[计] 二次曲线
quadric discriminator,,[计] 二次判别器
quadric surface,,[计] 二次曲面
quadricapsular,a. Having four capsules.,四囊的
quadricentennial,,n. 第四百周年\na. 第四百周年的
quadricentric,,四着丝点
quadricep,, [体]复合腿部训练机
quadriceps,n. a muscle of the thigh that extends the leg,"n. 四头肌\n[医] 四头肌, 四头的"
quadriceps artery,,[医] 旋股外侧动脉降支
quadriceps femoris,,[医] 股四头肌
quadriceps reflex,,[医] 股四头肌反射
quadriceps surae,,[医] 腓肠四头肌
quadricepsplasty,,[医] 股四头肌成形术
quadriceptor,,四簇介体
quadricipital,n. Of or pertaining to the quadriceps., [医]adj.四头肌的
quadricoccous,,四球胞组成的
quadricorn,n. Any quadricornous animal.,a. 有四个角的\nn. 四角动物
quadricornous,"a. Having four horns, or hornlike organs; as, a\n   quadricornous beetle.",a. 有四个角的\nn. 四角动物
quadricorrelator,,"自动调相线路, 平方律相关器"
quadricovalent,,四配价的
quadricrural,,具四脚的
quadrics,n. a curve or surface whose equation (in Cartesian coordinates) is of the second degree,二次型
quadricuspid,,"[医] 四尖的, 四尖牙"
quadricuspid teeth,,[医] 四尖牙
quadricyclane,,四环庚烷
quadricycle,,n. 四轮车\na. 四轮的
quadridentate,"a. Having four teeth; as, a quadridentate leaf.",a. （有）四齿的
quadridentate chelate,,[化] 四配位体螯合物
quadridentate ligand,,[化] 四齿配位体
quadridigitate,,[医] 四指(趾)[畸形]的
quadrielectron,,四电子(组合)
quadriennial,a. Same as Quadrennial.,"a. 继续四年的, 每四年一次的"
quadriennium,,n. 四年
quadriennum utile,,[法] 四年有效期
quadrifarious,"a. Arranged in four rows or ranks; as, quadrifarious\n   leaves.",四列的
quadrifid,"a. Divided, or deeply cleft, into four parts; as, a\n   quadrifid perianth; a quadrifid leaf.",a. 分成四部分的
quadrifidin,,四担蕈素
quadrifoil,a. Alt. of Quadrifoliate, 四叶的
quadrifoliate,a. Four-leaved; having the leaves in whorls of four.,"a. 有四叶的, 叶四片成一组的"
quadriform,,"a. 有四种形态的, 包含四种形态的"
quadrifurcate,,四分叉的
quadriga,n. A car or chariot drawn by four horses abreast.,n. 四马二轮战车
quadrigae,pl.  of Quadriga,n. 四马二轮战车( quadriga的名词复数 ); 四马战车雕饰
quadrigemia,,[医] 四迭体
quadrigeminal,a. Alt. of Quadrigeminous,"[医] 四迭的, 四联的, 四迭体的"
quadrigeminal bodies,,[医] 四迭体
quadrigeminal plate,,[医] 四迭板
quadrigeminal pulse,,[医] 四联脉
quadrigeminate,,四对的
quadrigeminum,,[医] 四迭体
quadrigeminus,,"[医] 四迭的, 四联的, 四迭体的"
quadrigeminus capitis,,[医] 胸锁乳突肌
Quadrigesima Sunday,,[网络] Quadrigesima星期天
quadrigonal,,"具四棱角的, 四角形的"
quadrijugate,a. Same as Quadrijugous.,"([拉], quadrijugatus)四对的"
quadrijugous,"a. Pinnate, with four pairs of leaflets; as, a\n   quadrijugous leaf.", 四对的
quadrilateral,n. a four-sided polygon\ns. having four sides,"a. 四边形的\n[医] 四边形的, 四边形"
quadrilateralness,n. The property of being quadrilateral.,n. 四边形 (quadrilateral的变形)
quadrilaterals,n. a four-sided polygon,n. 四边形\na. 四边形的
quadrilineatin,,四线曲菌素
quadrilingual,,a. 四种语言的
quadriliteral,a. Consisting of four letters.,a. 包含有四个字母或辅音的\nn. 包含有四个字母或辅音的字[字根]
quadrillage,,(地图上的)经纬线
quadrille,n. music for dancing the quadrille\nn. a square dance of 5 or more figures for 4 or more couples,"n. 夸德里尔牌戏, 四对舞, 四对舞曲"
quadrilles,n. music for dancing the quadrille\nn. a square dance of 5 or more figures for 4 or more couples,"n. 四人用四十张纸牌玩的牌戏, 四对方舞, 四对方舞曲( quadrille的复数形式 )"
quadrillion,n. the number that is represented as a one followed by 24 zeros\nn. the number that is represented as a one followed by 15 zeros,"n. 千的五次方, 百万之四次方\na. 千之五次方的"
quadrillions,,n. 千的五次方，百万的四次方( quadrillion的名词复数 )
quadrillionth,n one part in a quadrillion equal parts\ns the ordinal number of one quadrillion in counting order,a. 千万亿分之一的\nadv. 千万亿分之一地\nn. 千万亿分之一
quadrilobate,a. Alt. of Quadrilobed,四浅裂的
quadrilocular,"a. Having four cells, or cavities; as, a quadrilocular\n   heart.",四室的
quadrimolecular reaction,,[化] 四分子反应
quadrine,,[化] α-氨基丁酸; α-氨基正丁酸
quadringenary,,[网络] 四重奏
quadringentenary,,[网络] 四合一
quadringentennial,,[网络] 四年一次
quadrinomial,n. A polynomial of four terms connected by the signs\n   plus or minus.,a. 四项式的\nn. 四项式
quadrinucleate,,[医] 四核的
quadripara,n (obstetrics) woman who has given birth to a viable infant in each of four pregnancies,[医] 四产妇
quadriparity,,[医] 四产
quadriparous,,[医] 四产的
quadripartite,s. involving four parties,"a. 分成四组的, 由四部分组成的\n[医] 四部的, 四分的"
quadripartitely,adv. In four parts.,adv. quadripartite的变形
quadripartition,"n. A division or distribution by four, or into four\n   parts; also, a taking the fourth part of any quantity or number.","n. 分成四部份, 一分为四"
quadriphonic,a of or relating to quadraphony,a. 四声道的
quadriphonic system,,[网络] 四音系统
quadriphonics,,[复] n.[用作单]=quadriphony
quadriphony,,n. 四声道立体声
quadriphyllous,a. Having four leaves; quadrifoliate.,四叶的
quadripinnate,,四回羽状的
quadriplane,,四翼飞机
quadriplegia,n. paralysis of both arms and both legs,"n. 四肢瘫痪\n[医] 四肢麻痹, 四肢瘫"
quadriplegic,n. a person who is paralyzed in both arms and both legs,n. 四肢瘫痪者\na. 四肢瘫痪的
quadriplegic standing frame,,[医] 四肢麻痹站立支架
quadriplegics,plural of quadriplegic\nn. a person who is paralyzed in both arms and both legs,(quadriplegic 的复数) n.四肢瘫痪者\na. 四肢瘫痪的
quadriplex,,"a. 四倍的, 四重的\nn. 四式, 四显性组合"
quadripod,,平底四角锥体
quadripolar,,"四极的, 四端的"
quadripolarity,,四极性
quadripole,,"[计] 四端网络, 四端电路"
quadripole network,,[电] 四极网络
quadripolymer,,四元共聚物
quadriporticus,,"方庭, 方厅"
quadripuntal,,[电] 四孔
quadriquaternion,,四级四元数[素]
quadriradiatus,,四辐体
quadrireme,n. A galley with four banks of oars or rowers.,n. 四排桨大帆船
quadrisect,,v. 把...四等分
quadrisection,n. A subdivision into four parts.,[医] 四分切
quadrisonic,a of or relating to quadraphony,a. 四声道的
quadrisyllabic, Alt. of Quadri-syllabical,"a. 四音节词的,有四个音节的"
quadrisyllable,n. A word consisting of four syllables.,n. 四音节词
quadritubercular,,"[医] 四结节的, 四尖的"
quadrituberculate,,[动]四尖齿型
quadriurate,,四尿酸盐
quadrivalence,n. The quality or state of being quadrivalent;\n   tetravalence.,n. 四价\n[医] 四价
quadrivalency,,n. 四价
quadrivalent,"a. Having a valence of four; capable of combining with,\n   being replaced by, or compared with, four monad atoms; tetravalent; --\n   said of certain atoms and radicals; thus, carbon and silicon are\n   quadrivalent elements.",a. 四价的\n[医] 四价的
quadrivalent element,,[化] 四价元素\n[医] 四价元素
quadrivalents,"plural of quadrivalent\na. Having a valence of four; capable of combining with,\n   being replaced by, or compared with, four monad atoms; tetravalent; --\n   said of certain atoms and radicals; thus, carbon and silicon are\n   quadrivalent elements.",(quadrivalent 的复数) a. 四价的\n[医] 四价的
quadrivalvate,,四裂爿的
quadrivalve,"a. Dehiscent into four similar parts; four-valved; as, a\n   quadrivalve pericarp.\nn. A door, shutter, or the like, having four folds.",四裂爿的
quadrivalvular,a. Having four valves; quadrivalve.," [医]四裂爿的, 具四瓣的"
quadriversal,,四向的
quadrivial,"a. Having four ways meeting in a point.\nn. One of the four ""liberal arts"" making up the\n   quadrivium.","n. （古罗马和中世纪）四科（算术、几何、天文、音乐）之一\na. 四路交叉的, 四高级学科的"
quadrivium,n. (Middle Ages) a higher division of the curriculum in a medieval university involving arithmetic and music and geometry and astronomy,n. 四艺(指算术、几何、天文、音乐)
quadrivoltins,,四化性
quadro,,n. 方形住宅区
quadrode,,n. 四极管
quadrol,,乙二胺
quadrominium,,n. <美>四套公寓住宅楼
quadron,,季环素
quadroon,n. an offspring of a mulatto and a white parent; a person who is one-quarter black,"n. 夸德隆(指有四分之一黑人血统的人), 四分之一杂交种"
quadrophonic,,a. 四声道的(=quadraphonic)
quadrophonics,plural of quadrophonic,(quadrophonic 的复数) adj.四声道的(=quadraphonic)
quadrosilan,,二苯硅烷
quadroxalate,,草酸氢盐
quadroxide,n. A tetroxide.,[化] 四氧化物
quadru-,,[机] 四
Quadrula,,方壳虫属
quadrumana,"n. pl. A division of the Primates comprising the apes and\n   monkeys; -- so called because the hind foot is usually prehensile, and\n   the great toe opposable somewhat like a thumb. Formerly the Quadrumana\n   were considered an order distinct from the Bimana, which last included\n   man alone.",n. 灵长类动物
quadrumane,n. One of the Quadrumana.,n. 四足构造皆如手的脊椎动物
quadrumanous,a. Having four hands; of or pertaining to the\n   Quadrumana.,n. 四手类的
quadrumvir,,n. 四人团体中的一员
quadrumvirate,n. a group of four men,"n. 四人团体, 四人小组"
quadruped,n. an animal especially a mammal having four limbs specialized for walking,"n. 四足动物\n[医] 四足的, 四足动物"
quadruped locomotion,,[医] 四肢行走
quadruped walking vehicle,,[计] 四脚步行机器人
quadrupedal,a. having four feet,a. 有四足的
quadrupedal extensor reflex,,"[医] 四足伸直反射, 布雷恩氏反射"
quadrupedalism,,n. 【人类学】四肢运行
quadrupeds,n. an animal especially a mammal having four limbs specialized for walking,n. 四足动物( quadruped的复数形式 )
quadrupl,,[医] 四倍
quadrupla,,[网络] 四极杆
quadruplane,,n. 四翼飞机
quadruple,n. a quantity that is four times as great as another\nv. increase fourfold\ns. having four units or components\ns. four times as great or many,"a. 四倍的, 四重的, 四部分组成的\nn. 四倍\nvt. 使成四倍\nvi. 成为四倍"
quadruple address,,[计] 四地址
quadruple amputation,,[医] 四肢切断术
quadruple distillation,,[医] 四重蒸溜
quadruple distribution,,[计] 四路分配
quadruple effect evaporator,,[化] 四效蒸发器\n[医] 四效蒸发器
quadruple form,,[计] 四元组形式
quadruple ion,,[化] 四重离子
quadruple link,,[化] 四键; 四价键
quadruple notation,,[计] 四元组表示
quadruple operator,,[计] 四元组算符
quadruple piont,,[机] 四相点
quadruple point,,[化] 四相点
quadruple riveted joint,,[机] 四行铆钉接合
quadruple root,,[计] 四重根
quadruple time,,n. 四拍子，每小节以四拍为基础的拍子
quadruple type,,[计] 四元组类型
quadrupled,imp. & p. p. of Quadruple,v. （使）成四倍( quadruple的过去式和过去分词 )
quadrupleness,,四重性
quadrupler,s having four units or components\ns four times as great or many,"[计] 四倍器, 乘装置"
quadruples,n a set of four similar things considered as a unit\nn a quantity that is four times as great as another\nv increase fourfold,v. （使）成四倍( quadruple的第三人称单数 )
quadruplet,n. one of four children born at the same time from the same pregnancy,"n. 四个构成的一组, 成套的四件, 四胞胎之一\n[医] 四胎儿"
