word,definition,translation
kalium,n. Potassium; -- so called by the German chemists.,n. 钾\n[医] 钾(19号元素)
kalium aceticum,,"[医] 醋酸钾, 乙酸钾"
kalium alum,,[医] 钾明矾
kalium bicarbonicum,,[医] 碳酸氢钾
kalium bichromicum,,[医] 重铬酸钾
kalium bitartaricum,,[医] 酒石酸氢钾
kalium bromatum,,[医] 溴化钾
kalium bromicum,,[医] 溴酸钾
kalium carbonicum,,[医] 碳酸钾
kalium causticum,,[医] 苛性钾
kalium chloratum,,[医] 氯化钾
kalium chloricum,,[医] 氯酸钾
kalium chromicum,,[医] 铬酸钾
kalium citricum,,[医] 枸橼酸钾
kalium dichromicum,,[医] 重铬酸钾
kalium ferricyanatum,,[医] 铁氰化钾
kalium ferrocyanatum,,[医] 亚铁氰化钾
kalium hydroxydatum fusum depuratum,,[医] 纯苛性钾
kalium hydroxyquinolinum sulfuricum,,[医] 硫酸钾羟基喹啉
kalium jodatum,,[医] 碘化钾
kalium nitricum,,[医] 硝酸钾
kalium permanganicum,,"[医] 高锰酸钾, 过锰酸钾"
kalium sulfocyanicum,,[医] 硫氰化钾
kalium sulfoguajacolicum,,[医] 愈创木酚磺酸钾
kalium sulfuratum,,[医] 硫化钾
kalium sulfuricum,,[医] 硫酸钾
kaliuresis,n. the presence of excess potassium in the urine,尿钾排洩
kaliuretic,,尿钾排洩药; 促尿钾排洩的
kalk,, 石灰
kalk ammon,,[化] 氯化铵氯化钙混合肥料
kalk ammon salpeter,,[化] 碳酸钙硝酸铵肥料; 硝酸钙铵
kalka,,n. (Kalka)人名；(德)卡尔卡
kalkan,, [地名] [土耳其] 卡尔坎
kalkaska,, [地名] [美国] 卡尔卡斯卡
Kalki,,[网络] 卡尔基；卡尔奎；卡尔基，十化身之一
kalkowskite,,"高铁钛铁矿, 铈钇钛铁矿"
kall,, [人名] 考尔; [地名] [德国、瑞典] 卡尔
kallaite,,绿松石
kallak,,[医] 爱斯基摩[化脓性]皮炎
kalland,, [人名] 卡兰
kallas,, [人名] 卡拉斯
kalle,,n. (Kalle)人名；(爱沙)卡勒；(德、芬、瑞典)卡勒
Kalle acid,,"[化] 卡耳酸; 1-萘胺-2,7-二磺酸"
kallekrein,,调血管激素
kallen,,n. (Kallen)人名；(英、德)卡伦
kallenbach,,n. (Kallenbach)人名；(德)卡伦巴赫
kallick,, [人名] 卡利克
kallidin,,"n. [生化][药]赖氨酰舒缓激肽, 胰激肽"
kallidinogen,,胰激肽原
kallidinogenase,,胰舒血管素
kallidreins,,[免疫]血管舒缓素
kallie,, [人名] 凯莉
kallikak,, [医]美国社会学家H·H·Goddard描述新泽西一个家族的虚构名称。该家族有两个分支，一个分支由非常聪明而有成就的成员组成
kallikrein,,"n. [生化][药]激肽释放酶, 血管舒缓素"
kallikreinogen,,激肽释放酶原
kallio,, [地名] 岩、陡崖（芬兰语）
kallirotron,,"负阻抗管, 卡利罗管"
kallitron,,卡利管
kallitype,,"铁银(印画)法, [摄]铁银印像法"
kallman,, [人名] 卡尔曼
Kallman's syndrome,,[网络] 卡门症候群；卡门氏症候群；卡尔曼综合征
kallmann,, [人名] 卡尔曼
kalloplankton,,胶囊浮游生物
kallur,, [地名] [印度] 格卢尔
kalma,, [地名] [朝鲜] 葛麻
kalman,,[计] 卡尔曼
Kalman filtering,,[计] 卡尔曼滤波
kalmar,,n. 卡马尔（瑞典一港市）
kalmbach,, [人名] 卡姆巴克
kalmia,n. any plant of the genus Kalmia,n. 山月桂属植物
Kalmia angustifolia,,[网络] 绵羊山月桂
Kalmia L.,,"[医] 山月桂属(杜鹃花科,美洲产)"
Kalmia latifolia,,[网络] 山月桂；山桂；宽叶山月桂
Kalmia polifolia,,[网络] 卡利米亚
kalmias,plural of kalmia\nn. any plant of the genus Kalmia,(kalmia 的复数) n. 山月桂属植物
Kalmuch type,,[医] 伸舌样痴呆
Kalmuck,"n. See Calmucks.\nn. A kind of shaggy cloth, resembling bearskin.\nn. A coarse, dyed, cotton cloth, made in Prussia.","n. 卡尔梅克人, 卡尔梅克语"
Kalmuk,,"n. 卡尔梅克人(蒙古族人之一, 主要居住在高加索东北部和新疆北部)"
kalmus,, [人名] 卡尔马斯
Kalmyk,,"n. 住于美国西部的蒙古人种之一种族, 其语言"
kalo,, [地名] [坦桑尼亚] 卡洛
kalocsa,, [地名] [匈牙利] 考洛乔
kalodner,, [人名] 卡洛德纳
Kalon Tripa,,[网络] 噶伦赤巴；首席噶伦；流亡总理噶玛巴
kalona,, [地名] [美国] 卡洛纳
kalong,"n. A fruit bat, esp. the Indian edible fruit bat (Pteropus\n   edulis).",n. 狐蝠
kalopsia,,"[医] 美视病, 视物显美症"
Kalotermes,,[网络] 木白蚁；木白蚁属
Kalotermitidae,n. primitive termites of warm regions,木白蚁科
Kalousek polarography,,[化] 卡洛塞克极谱法
kalpa,"n. One of the Brahmanic eons, a period of 4,320,000,000 years.\n   At the end of each Kalpa the world is annihilated.","n. <梵>劫(世界自创始至毁灭之一周期,古印度认为世界每若干万年便毁灭一次)"
kalpak,,"n. (=calpace,=calpack)羊皮帽, 黑毡帽"
kalsilite,,六方钾霞石
kalsomine,n. & v. t. Same as Calcimine.,n. (=calcimine)白粉溶液\nv. (=calcimine)粉刷
kaltenborn,, [人名] 卡滕伯恩
kaltleiter,,正温度系数半导体元件
kalu,, [地名] [印度] 格卢
Kaluga,n. a city of central Russia to the south of Moscow,n. (Kaluga)人名；(俄)卡卢加\n卡卢加
kalumpang,, [地名] [马来西亚] 加隆邦
kalundborg,, [地名] [丹麦] 凯隆堡
kalunite,,[矿]钾明矾石
kaluresis,n. the presence of excess potassium in the urine,尿钾排洩
kaluretic,,尿钾排洩药; 促尿钾排洩的
Kalvar,,卡尔瓦尔光致散射体
kalvar process,,[计] 微泡法
Kalvarfilm,,[化] 卡尔伐胶片
kalymana-bacterium,,[医] 性病肉芽肿杆菌
kalymma,,染色体基质
kalymmocyte,,包卵细胞(海鞘)
kalymmocytes,,包卵细胞
kalymnos,, [地名] [希腊] 卡利姆诺斯
kalyn,, [人名] 凯琳
kam,n. Crooked; awry.,n. 金（姓氏）
Kam Muang,,[网络] 卡勐语；卡猛语
Kam-Sui,,[网络] 锦穗
Kam-Tai,,[网络] 侗傣；侗泰；侗台
kama,n. Hindu god of love and erotic desire; opposite of Mara,n. [印神]爱神；欲望；卡马河（俄罗斯的河流）
kamaaina,,"<夏威夷语>n.夏威夷人, 长期居住在夏威夷的人"
kamacite,,n. [矿]铁纹石
kamagrapher,,复制画专家
kamagraphic,,复制画的
kamagraphy,,n. [印]卡马油画复制法
Kamaishi,,釜石[日本本州岛东北岸港市]
kamakura,,n. 镰仓（日本地名）\na. （日）镰仓时期艺术与建筑风格的
Kamal,,"n. （印度语）卡马尔（男子名, 涵义为莲花）"
kamala,"n. The red dusty hairs of the capsules of an East Indian tree\n   (Mallotus Philippinensis) used for dyeing silk. It is violently emetic,\n   and is used in the treatment of tapeworm.",n. [植] 粗糠柴
kamalin,,"咖马林, 粗糠柴苦素"
kamaline,,"[医] 卡马拉素, 吕宋楸荚粉素, 粗糠柴素"
kaman,, [地名] [土耳其] 卡曼
kamana,, [地名] [刚果民主共和国] 卡马纳
kamande,, [地名] [刚果民主共和国] 卡曼代
kamanga,, [地名] [中非共和国] 卡曼加
kamar,,n. (Kamar)人名；(阿拉伯、尼、哈萨、乌兹、吉尔、塔吉)卡马尔
Kamara,,n. (Kamara)人名；(俄、匈、塞、几、塞内、塞拉)卡马拉
kamarck,, [人名] 卡马克
kamarezite,,碱式硫酸铜矿
Kamarupan,,[网络] 不用说嘉绒语同卡玛入番；卡玛魯番
kamas,, [地名] [美国] 卡默斯
Kamasutra,n (Hinduism) an ancient Sanskrit text giving rules for sensuous and sensual pleasure and love and marriage in accordance with Hindu law,n. 爱经(印度8世纪时一部关于性爱和性爱技巧的著作)
kamata,,n. (Kamata)人名；(英)卡马塔
kamb,,abbr. kamboganisch (German=Cambodian) （德语）柬埔寨人
kamba,n. a Bantu language spoken by the Kamba in Kenya, [地名] [刚果民主共和国、尼日利亚、塞拉里昂、坦桑尼亚] 坎巴
kambas,plural of kamba,(kamba 的复数)  [地名] [刚果民主共和国、尼日利亚、塞拉里昂、坦桑尼亚] 坎巴
kamber,, [人名] 坎伯
kambi,,栀子胶
kambia,, [地名] [塞拉里昂] 坎比亚
Kamchatka,,堪察加半岛[苏联东北部]
Kamchatka Peninsula,,"un. 堪察加半岛(在苏联亚洲部分之东北部,介于鄂霍次克海于白令海之间)\n[网络] 俄罗斯堪察加半岛；勘察加半岛；俄罗斯远东地区勘察加半岛"
kamchatkan,,"a. , n. Kamchatka的变形"
Kamchatkan sea eagle,,[网络] 虎头海雕
kamchatkans,plural of kamchatkan,"(kamchatkan 的复数) adj., n. Kamchatka的变形"
kame,n. A low ridge.,n. 冰砾阜
kameda,,n. (Kameda)人名；(日)龟田 (姓)
kameez,n. a long tunic worn by many people from the Indian subcontinent (usually with a salwar or churidars), 克米兹（许多南亚人穿的及膝长袍）
Kamehameha Day,,"卡米哈米哈诞辰(6月11日, 夏威夷节日)"
Kamehameha I,,"卡米哈米哈一世(1758～1819), 夏威夷群岛的第一位国王(1810～1919)"
Kamehameha the Great,,[网络] 卡米哈米哈大帝；肯美夏美赫大帝；梅哈大帝
kamela,,n. [植] 粗糠柴
kamen,, [地名] [保加利亚、德国] 卡门
kamenar,, [人名] 卡姆纳尔
Kamenev,,n. (Kamenev)人名；(俄)加米涅夫
kamerad,,"n. <德>伙伴,朋友(德国士兵投降时的喊声)"
Kamerlingh-Onnes equation,,[化] 卡末林-昂内斯方程
kameron,, [人名] 卡梅伦
Kamerum swelling,,[医] 卡拉巴丝虫肿
kames,,块菌子实体块
Kamet,"n. a mountain in the Himalayas in northern India (25,450 feet high)",n. 喀美特峰（日本旅游景点）
kami,"n. one the Shinto deities (including mythological beings, spirits of distinguished men, forces of nature)",n. （日）神道教的神
Kamia,,n. 卡米亚藻属\n[网络] 扒餐
kamiah,, [地名] [美国] 卡米艾
kamikaze,n. a fighter plane used for suicide missions by Japanese pilots in World War II\nn. a pilot trained and willing to cause a suicidal crash,n. 神风对队员；神风特攻队
kamil,,n. (Kamil)人名；(罗、捷、葡)卡米尔；(阿拉伯、哈萨、乌兹、吉尔、塔吉、乍)卡米勒
kamila,,n. (=kamala) 粗糠柴
kamina,, [地名] [多哥、刚果民主共和国] 卡米纳
Kaminer reaction,,"[医] 卡米内尔氏反应, 弗罗因德氏反应(诊断癌的血清反应)"
kaminski,, [人名] 卡明斯基
kaminsky,, [人名] 卡明斯基
kamis,, 长宽衬衫
kamishak,, [地名] [美国] 卡米沙克
kamiyama,, [地名] [日本] 神山
kamlet,, [人名] 卡姆利特
kamloops,, [地名] [加拿大] 坎卢普斯
kamm,, [人名] 卡姆
kamman,, [人名] 坎曼
kammen,, [人名] 卡门
kammer,, [人名] 卡默
kammerer,, [人名] 卡默勒
kammererite,,铬绿泥石
kammgranite,,斑闪花岗岩
kammogenin,,"莰摸配质, 莰摸皂苷元"
Kammon Strait Bridge,,[网络] 金门海峡大桥
kammonin,,莰摸宁
Kamnitzer's tests,,[医] 坎尼策氏试验(检孕)
kamo,, [地名] [亚美尼亚] 卡莫（加瓦尔的旧称）; [地名] [日本] 加茂; [地名] [埃塞俄比亚、新西兰] 卡莫
kamp,,abbr. known as male prostitute 男妓
kampa,, [地名] [印度尼西亚] 坎帕
Kampala,n. the capital and largest city of Uganda on the north shore of Lake Victoria,坎帕拉[乌干达首都]
Kampar,,金宝[马来西亚马来亚地区西部城镇](重要锡产地)
kampelman,, [人名] 坎珀尔曼
kampen,, [地名] [德国、荷兰] 坎彭
kamper,, [人名] 坎珀
kampf,,n. (Kampf)人名；(德、罗、匈、瑞典)坎普夫
kamphoefner,, [人名] 坎普赫夫纳
kampometer,,热辐射计
kampong,n. a native village in Malaysia,n. 小村庄
kampongs,plural of kampong\nn. a native village in Malaysia,(kampong 的复数) n. 小村庄
kampot,, [地名] [柬埔寨] 贡布
kamptozoa,,内肛动物
kamptulicon,"n. A kind of elastic floor cloth, made of India rubber,\n   gutta-percha, linseed oil, and powdered cork.",n. 橡皮地毯
Kampuchea,n a nation in southeastern Asia; was part of Indochina under French rule until 1946,n. (=Cambodia)柬埔寨(位于东南亚)
Kampuchean,n a native or inhabitant of Cambodia\na of or relating to or characteristic of Cambodia or its people or language,"n. (=Cambodian)柬埔寨人, 高棉人"
Kampucheans,plural of Kampuchean\nn a native or inhabitant of Cambodia\na of or relating to or characteristic of Cambodia or its people or language,"(Kampuchean 的复数) n.(=Cambodian)柬埔寨人, 高棉人"
kampung,, [地名] [印度尼西亚] 甘榜河
kampylite,n. A variety of mimetite or arseniate of lead in hexagonal\n   prisms of a fine orange yellow., 磷砷铅矿
kamseen,,"n. (=Khamseen,=Khamsin)喀新风(埃及干热南风之一)"
kamsin,n. Alt. of Khamsin,n. 喀新风（埃及干热南风之一）
kamui,,卡姆依（人名）
Kamyr digester,,[化] 卡米尔蒸煮器; 卡米尔连续蒸煮器
kan,v. t. To know; to ken.\nn. See Khan.,n. 赣江
Kan River,,[网络] 坎河
kana,,[计] 假名
kana key,,[计] 假名键
kanab,, [地名] [美国] 卡纳布
kanaf,,n. 红麻\n[网络] 展翼腾飞
kanaffa,,一种糖水渍的碎米片
Kanagawa,,"n. <日> 神奈川(县,位于日本)"
kanagugui,,[医] 铁钉树
kanai,,n. (Kanai)人名；(日)叶 (名)
kanaima,,"n. (圭亚那等地印第安人语)专事报复的恶鬼, 被恶鬼附身的人"
Kanak,,n. 卡纳克人（美拉尼西亚群岛上的新喀里多尼亚居民）\na. 卡纳克人的
Kanaka,n. A native of the Sandwich Islands.,n. 夏威夷及南洋群岛的土人
kanal,,n. 正构醛
kanam,, [地名] [尼日利亚] 卡纳姆
kanamycin,n. antibiotic (trade name Kantrex) used to treat severe infections,n. 卡那霉素\n[化] 卡那霉素
kanan,, [地名] [印度尼西亚] 卡南
kananga,n. a city in southwestern Congo; former name (until 1966) was Luluabourg,n. 卡南加（扎伊尔中南部城市）
Kanara,,[网络] 纳拉；懒散的；纳拉语
Kanarese,n a member of a Kannada-speaking group of people living chiefly in Kanara in southern India\nn a Dravidian language spoken in southern India,n. 卡纳拉人[语]\na. (印度)卡纳拉地区人[语]的
kanas,,"<日>假名（日文的字母, 由汉字简化而来者）( kana的名词复数 )"
kanasatine,,乌克兰大麻素
kanat,,暗渠
kanata,, 坎纳塔
Kanavel's cock-up splint,,[医] 卡纳佛耳氏托手夹(用于手强硬)
Kanavel's sign,,[医] 卡纳佛耳氏征(见于手指腱鞘炎)
Kanavel's triangle,,[医] 卡纳佛耳氏三角(掌心三角)
kanawha,, [地名] [美国] 卡诺瓦
Kanawha River,,[网络] 卡拉瓦河；卡诺瓦河；可诺瓦河
kanaya,, [地名] [日本] 金屋〈和歌山县〉; [地名] [日本] 金谷〈静冈县、千叶县〉
kanayama,, [地名] [日本] 金山
kanazawa,,n. 金泽（日本本州岛中西岸港市）；金沢\nn. (Kanazawa)人名；(日)金泽 (姓)
kanban,,n. <日>看板（法）（指企业为降低原材料或零部件的仓储成本在需要前夕才进货的制度）
kanbans,plural of kanban,(kanban 的复数) n. <日>看板（法）（指企业为降低原材料或零部件的仓储成本在需要前夕才进货的制度）
Kanchanjanga,,[网络] Kanchenjunga
kanchanomycin,,干乍那霉素
Kanchenjunga,"n a mountain the Himalayas on the border between Nepal and Tibet (28,208 feet high)",n. 干城章嘉峰(喜马拉雅山东部的山脉)
kanchil,,[网络] 坎奇尔鼷鹿；小鼷鹿
kand,n. Fluor spar; -- so called by Cornish miners.,n. (Kand)人名；(爱沙)坎德
kanda,,n. (Kanda)人名；(塞、捷、刚(金))坎达
kandahar,n. a city in southern Afghanistan; an important trading center,n. 坎大哈（阿富汗一城市）
Kandel,,n. (Kandel)人名；(英、德、俄、匈、罗、尼、印尼)坎德尔
kander,, [地名] [德国、瑞士] 坎德河
kandi,, [地名] [贝宁] 康迪; [地名] [巴基斯坦、印度] 根迪
Kandinski,n Russian painter who was a pioneer of abstract art (1866-1944),"即Kandinsky,Wassily"
Kandinsky,n. Russian painter who was a pioneer of abstract art (1866-1944),康定斯基（人名）
kandite,,[矿]高岭石组
Kandy,n a city of central Sri Lanka that was the last capital of the ancient kings of Ceylon; a resort and religious center,康提[斯里兰卡中部城市](佛教圣地)
kane,,"n. 凯恩（姓氏, 美国北极探险家）"
kanebo,, 嘉娜宝
kaneda,, [地名] [日本] 金田
kanedomycin,,卡那霉素B; 卡乃多霉素
kanendomycin,,(=kanamycin B)卡那霉素B
Kaneohe,,卡内奥赫（夏威夷城市）
kanerol,,卡尼醇
kang,,n. （汉）炕
kang cancer,,"[医] 热炕癌, 火炉癌"
Kanga,,n. 肯加女服（非洲女子裹身布）；袋鼠\nn. (Kanga)人名；(日)菅雅 (姓)；(喀、刚(金)、刚)坎加
kangaba,, [地名] [马里] 康加巴
kangaroo,n. any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail,n. 袋鼠\n[医] 袋鼠(澳洲产)
kangaroo apple,,[网络] 袋鼠苹果
kangaroo bear,,[网络] 想不到的；副班长在
kangaroo closure,,[法] 限制议事法
kangaroo court,,袋鼠法庭\n[法] 非法法庭
kangaroo hare,, [动物]兔袋鼠
kangaroo jerboa,,[网络] 袋鼠jerboa
kangaroo ligature,,[医] 袋鼠腱结扎线
kangaroo mouse,, 更格芦小鼠
kangaroo paw,, [植物]袋鼠爪（石蒜科植物，产于澳大利亚）
kangaroo rat,, [医]鼠？[产于北美]
kangaroo tendon,,[医] 袋鼠腱
kangaroo's paw,,[网络] 袋鼠的爪子
kangaroo's-foot,,[网络] 袋鼠的脚
kangaroo-foot plant,,[网络] 袋鼠脚厂
kangaroo-paw,,n. 袋鼠爪
kangarooing,,"n. 猎袋鼠, 猎袋鼠之方法"
kangaroos,n. any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail,n. <动>袋鼠( kangaroo的复数形式 )
kangas,, [人名] 坎加斯; [地名] [芬兰] 康阿斯
