word,definition,translation
gagger,n. One who gags.\nn. A piece of iron imbedded in the sand of a mold to keep the\n   sand in place.,"n. 塞住别人的口, 笑料的作者, (善于插科打浑的)喜剧演员\n[机] 吊骨, 撑条, 插条"
gaggero,, [人名] 加格罗
gaggery,,n. 开玩笑
gagging,v prevent from speaking out\nv be too tight; rub or press\nv tie a gag around someone's mouth in order to silence them\nv make jokes or quips\nv struggle for breath; have insufficient oxygen intake\nv cause to retch or choke\nv make an unsuccessful effort to vomit; strain to vomit,"n. 矫正, 冷矫正"
gaggings,plural of gagging\nv prevent from speaking out\nv be too tight; rub or press\nv tie a gag around someone's mouth in order to silence them\nv make jokes or quips\nv struggle for breath; have insufficient oxygen intake\nv cause to retch or choke\nv make an unsuccessful effort to vomit; strain to vomit,"(gagging 的复数) n. 矫正, 冷矫正"
gaggle,n. a flock of geese\nv. make a noise characteristic of a goose,"n. 鹅群, 一群, 嘎嘎叫声\nvi. 嘎嘎地叫"
gaggled,imp. & p. p. of Gaggle,n. 一群；鹅群；咯咯声\nvi. 嘎嘎叫
gaggles,n a flock of geese\nv make a noise characteristic of a goose,"n. （鹅）群( gaggle的名词复数 ); <口>散乱的一群, 缺乏组织的团体"
gaggling,p. pr. & vb. n. of Gaggle,n. 一群；鹅群；咯咯声\nvi. 嘎嘎叫
gaggy,,a. <美>插科打诨很多(尤指过多)的
gaging,v place a bet on\nv prevent from speaking out\nv be too tight; rub or press\nv tie a gag around someone's mouth in order to silence them\nv make jokes or quips\nv struggle for breath; have insufficient oxygen intake\nv cause to retch or choke\nv make an unsuccessful effort to vomit; strain to vomit,[机] 规测
gaging glass,,[化] 玻璃液面计; 玻管液面计; 计玻管
gaging hatch,,[化] 计量口; 计量孔
gaging nipple,,[化] 计量接头
gagitite,,煤玉
gaglaw,,n. 限制议论/出版自由的法令
gagliano,, [人名] 加利亚诺
gagliardi,, [人名] 加利亚尔迪
gagman,n. a comedian who uses gags\nn. someone who writes comic material for public performers,"n. 笑料作者, (善于插科打浑的)喜剧演员"
gagne,, [人名] 加涅
gagnier,, [人名] 加尼尔
gagnoa,, [地名] [科特迪瓦] 加尼奥阿
gagnon,,n. (Gagnon)人名；(法、英)加尼翁
gagosian,, [人名] 加戈西安
gags,n a humorous anecdote or remark intended to provoke laughter\nn restraint put into a person's mouth to prevent speaking or shouting\nv prevent from speaking out\nv be too tight; rub or press\nv tie a gag around someone's mouth in order to silence them\nv make jokes or quips\nv struggle for breath; have insufficient oxygen intake\nv cause to retch or choke\nv make an unsuccessful effort to vomit; strain to vomit,n. 塞口物；[医]张口器；石斑鱼（gag的复数）
gags laser,,[电] 砷化镓里射
gagster,n someone who writes comic material for public performers,"n. 笑料作者, (善于插科打浑的)喜剧演员"
gagtooth,n. A projecting tooth., 龅牙
gague tank,,[化] 计量罐
gagwriter,n someone who writes comic material for public performers,n. (=gagman)笑料设计人
gah,,int. [表示不耐烦或恼怒]嗨
gahan,, [人名] [爱尔兰姓氏] 盖恩盖尔语姓氏的英语形式，来源于人名，含义是“马”(horse); [人名] [爱尔兰姓氏] 盖恩盖尔语姓氏的英语形式，来源于人名，含义是“风”(wind)
gahn,, [人名] 加恩
gahnite,n. Zinc spinel; automolite.,n. [矿]锌类晶石
Gahrliepia,,[医] 背展恙螨属
Gahrliepia fragilis,,[医] 脆弱背展恙螨
Gahrliepia koi,,[医] 葛氏背展恙螨
Gahrliepia lui,,[医] 陆氏背展恙螨
Gahrliepia neosinensis,,[医] 新华背展恙螨
Gahrliepia parapacifica,,[医] 似太平洋背展恙螨
Gahrliepia romeri,,[医] 勒梅尔氏背展恙螨
Gahrliepia sinensis,,[医] 中华背展恙螨
Gahrliepia sinensis oligosetosa,,[医] 中华背展恙螨贫毛变种
Gahrliepia turmalis,,[医] 队群背展恙螨
Gahrliepia yangchenensis,,[医] 羊城背展恙螨
gai,,abbr. 美国GILLIT联合实业公司（GILLIS Associated Industries）；美国GAI公司（Global Auto Industry）；图形适配器接口（Graphics Adapter Interface）
gai choi,,[网络] ai i
gaia,n (Greek mythology) goddess of the earth and mother of Cronus and the Titans in ancient mythology,"n. [希神]盖亚（希腊神话中的大地女神, 等于Gaea）"
gaian,,盖安（人名）
gaians,plural of gaian,(gaian 的复数) 盖安（人名）
gaidic acid,,[化] 2-十六碳烯酸\n[医] 十六碳烯酸
gaieties,plural of gaiety\nn. a gay feeling\nn. a festive merry feeling,"(gaiety 的复数) n. 愉快, 快活, 高兴"
gaiety,n. a gay feeling\nn. a festive merry feeling,"n. 愉快, 快活, 高兴"
gaijin,,n. <日>外国人
Gaikwar,,n. 牧牛王(印度西部原巴罗达)
gail,,"n. 盖尔（女子名, 等于Gale或Gayle）"
gaile,,"疥疮, 疥蟥病"
gailer,n. A jailer.,盖尔(男子名)；盖尔(女子名)[参见Abigail]
gailes,plural of gaile,"(gaile 的复数) 疥疮, 疥蟥病"
gailey,,n. (Gailey)人名；(英)盖利
Gaillard,a. Gay; brisk; merry; galliard.,"Cut盖亚尔渠(巴拿马运河的一部分, 长8 英里)"
Gaillard's suture,,[医] 盖亚尔氏缝术(睑内翻矫正缝术)
Gaillard-Arlt suture,,[医] 盖-阿二氏缝术(睑内翻矫正缝术)
gaillarde,,"矫健的, 健壮的, 强壮的；放纵的, 放荡的, 轻佻的\n家伙, 人\n艏楼"
gaillardes,plural of gaillarde,"(gaillarde 的复数) 矫健的, 健壮的, 强壮的；放纵的, 放荡的, 轻佻的\n家伙, 人\n艏楼"
gaillardia,n any plant of western America of the genus Gaillardia having hairy leaves and long-stalked flowers in hot vibrant colors from golden yellow and copper to rich burgundy,n. [植]天人菊属植物
Gaillardia pulchella,,[网络] 天人菊；大花天人菊；天人菊属
Gailliard's syndrome,,[医] 盖亚尔氏综合征(心右侧移位)
gaily,r. in a gay manner,"adv. 华丽地, 欢乐地"
gain,"n. the amount by which the revenue of a business exceeds its cost of operating\nv. obtain advantages, such as points, etc.\nv. increase or develop\nv. earn on some commercial or business transaction; earn as salary or wages","n. 增益, 获得, 利润, 收获, 增加\nvt. 得到, 增进, 赚到\nvi. 获利, 增加\n[计] 增益"
gain a hearing,,获得发言的机会
gain a reputation for,,"赢得…的声誉,以…而出名"
gain a victory over,,战胜…
gain access to,,可以获得;进入
gain adjustment,,[电] 增益调整
gain admittance to,,获准进入…
gain advancement in,,在…取得进展
gain an advantage over,,"胜过,优于"
gain and loss,,[经] 损益
gain bandwidth,,[计] 增益带宽
gain bandwidth product,,[电] 增益带宽积
gain by,,通过…而获得
gain by comparison,,比较之下显长处
gain by contrast,,对比下显出长处
gain color,,变红润
gain constant,,[电] 增益常数
gain control,,[计] 增益控制\n[化] 增益控制; 增益调节
gain crossover,,[电] 增益交越点
gain distinction,,"出名,成名,获得荣誉,立功"
gain dominance over...,,"对...取得优势, 支配..."
gain eminence as,,"成为着名的…,以…而着称"
gain entrance to...,,进入...
gain entry through,,通过…进入
gain factor,,[计] 增益系数\n[化] 增益因素; 放大因素
gain flatness,,[电] 增益平度
gain flesh,,发胖
gain from,,"从…中获得,通过…而获得"
gain from discounting notes,,[经] 应收票据贴现收益
gain from redemption of bond,,[经] 偿还债券(公债)收益
gain from reduction capital stock,,[经] 减少股本收益
gain full laws,,获得所有的合法权利
gain ground,,"前进, 发展, 普及"
gain ground on,,接近
gain in,,在…有所收获
gain in yield,,[化] 产率增加; 产品产率增加\n[经] 产量增加
gain influence over,,"对…产生影响,能够左右…"
gain laurels,,"摘取桂冠,获得冠军;赢得声望"
gain margin,,"[计] 增益容限, 增益余量"
gain measuring set,,[电] 增益测量器
gain of leather,,[化] 得革率
gain on,,"逼近, 超过, 侵蚀"
gain on bond retirement,,[经] 偿还债券收益
gain on conversion of investments,,[经] 投资变换收益
gain on exchange,,[经] 兑换收益
gain on exchange of assets,,[经] 调换资产收益
gain on insurance adjustment,,[经] 保险调整收益
gain on insurance claims,,[经] 保险索赔所得
gain on inventory taking,,[经] 投资获益
gain on investments,,[经] 投资收益
gain on realization of assets,,"[经] 变产收益, 资产变价收益"
gain on reponsession,,[经] 恢复收益
gain on sale of stock,,[经] 股票出售收益
gain one's ends,,达到目的
gain or loss,,"[经] 损益, 盈亏"
gain over,,把…争取过来
gain pole,,[电] 榫槽杆
gain profit from,,从...得到益处
gain prominence,,"出名,突出,显着"
gain publicity,,"出名,引起公众注意"
gain recognition,,得到承认
gain recording,,[经] 收益记录
gain reduction,,[电] 增益衰减
gain sb over,,把(某人)争取过来
gain sb. over,,争取某人
gain sensitivity control,,[电] 差动增益控制器
gain sharing,,"[经] 增产奖励, 收益分成"
gain sharing plan,,[经] 收益记录
gain slope,,[电] 增益斜率
gain stability,,[计] 增益稳定度
gain stroke lever,,[电] 变程杆
gain stroke wheel,,[电] 护程导轮
gain the ballot,,获得选举权
gain the bell,,"得第一名,得胜"
gain the esteem of,,赢得…的尊重
gain the lead in,,"领先,走在前面"
gain the wind of,,"占...的上风, 对...占优势地位, 得到...的线索"
gain time,,"走得快, 赢得时间"
gain vigor,,[网络] 获得活力
gain weight,,体重增加
gain-bandwidth product,,[电] 增益频宽乘积
gain-sensitivity control,,[电] 增益灵敏
gain-time control,,[电] 增益时间控制
gainable,v. t. Capable of being obtained or reached.,a. 可得到的
gaine,,(只刻出头部的) 半身雕像的下半部
gained,"v obtain\nv win something through one's efforts\nv derive a benefit from\nv reach a destination, either real or abstract\nv obtain advantages, such as points, etc.\nv rise in rate or price\nv increase or develop\nv earn on some commercial or business transaction; earn as salary or wages\nv increase (one's body weight)","v. 增进；获得, 得到（gain的过去式）"
gainer,n. a person who gains weight\nn. a person who gains (gains an advantage or gains profits)\nn. a dive in which the diver throws the feet forward to complete a full backward somersault and enters the water feet first and facing away from the diving board,"n. 获得者, 得利者, 胜利者\n[经] 获利者"
gainers,n. a person who gains weight\nn. a person who gains (gains an advantage or gains profits)\nn. a dive in which the diver throws the feet forward to complete a full backward somersault and enters the water feet first and facing away from the diving board,"n. 得利者, 胜利者, 获得者( gainer的复数形式 )"
gaines,plural of gaine,(gaine 的复数) (只刻出头部的) 半身雕像的下半部
Gainesville,n. a university town in north central Florida,n. 盖恩斯维尔（美国佛罗里达州北部城市）
gainey,, [人名] 盖尼
gainful,s. yielding a fair profit,"a. 有利益的, 唯利是图的"
gainful occupation,,[法] 有报酬的职业
gainfully,r. in a gainful way,"adv. 有利益地, 有收入地"
gainfully occupied population,,[法] 有报酬职业人口
gainfulness,n. the quality of affording gain or benefit or profit,n. 唯利是图（原形是gainful）
gaingiving,n. A misgiving.,"n. 疑虑, 疑惧"
gaining,"v obtain\nv win something through one's efforts\nv derive a benefit from\nv reach a destination, either real or abstract\nv obtain advantages, such as points, etc.\nv rise in rate or price\nv increase or develop\nv earn on some commercial or business transaction; earn as salary or wages\nv increase (one's body weight)",n. 增进单向开槽；单向开槽
gaining control,,[网络] 怎样控制你的金钱；收益控制
gainings,"v obtain\nv win something through one's efforts\nv derive a benefit from\nv reach a destination, either real or abstract\nv obtain advantages, such as points, etc.\nv rise in rate or price\nv increase or develop\nv earn on some commercial or business transaction; earn as salary or wages\nv increase (one's body weight)","n. 收入, 赢得的东西, 收益"
gainless,a. Not producing gain; unprofitable.,"a. 无利可图的, 没有进展的, 一无所获的\n[经] 无利可图的, 一无所获的"
gainlessly,,[网络] 无限的
gainly,s. graceful and pleasing,"a. 优美的, 清秀的"
gainor,, [人名] 盖诺
gains,"n a quantity that is added\nn the advantageous quality of being beneficial\nn the amount of increase in signal power or voltage or current expressed as the ratio of output to input\nn the amount by which the revenue of a business exceeds its cost of operating\nv obtain\nv win something through one's efforts\nv derive a benefit from\nv reach a destination, either real or abstract\nv obtain advantages, such as points, etc.\nv rise in rate or price\nv increase or develop\nv earn on some commercial or business transaction; earn as salary or wages\nv increase (one's body weight)",n. 收益；利益；腰槽；榫眼（gain的复数）
gains from corruption,,[法] 贪污所得
gainsaid,v take exception to,gainsay的过去式和过去分词
gainsay,v take exception to,"vt. 否定, 反驳\nn. 否认, 反驳, 反对"
gainsayer,"n. One who gainsays, contradicts, or denies.",n. gainsay的变形
gainsaying,p. pr. & vb. n. of Gainsay,"v. 否认, 反驳( gainsay的现在分词 )"
gainsays,v take exception to,"v. 否认, 反驳( gainsay的第三人称单数 )"
Gainsborough,n. English portrait and landscape painter (1727-1788),n. (Gainsborough)人名；(英)盖恩斯伯勒
gainsbourg,, [电影]塞尔日·甘斯布英雄人生; 歌王传
gainst,,"prep. 反抗, 抵抗(=against)"
gair,, [医]步态
Gairdner's coin tests,,[医] 格尔德纳氏钱币试验(检气胸)
Gairdner's test,,"[医] 格尔德纳氏试验, 钱币试验(检气胸)"
gairfowl,n. See Garefowl.,n. =great auk
gairing,-ing form of gair,(gair 的现在分词)  [医]步态
gairish,n. Alt. of Gairish/ness,"a. 炫耀的, 过分装饰的, (色彩、装饰、打扮等)俗气的"
Gaisbock's disease,,"[医] 盖斯伯克氏病(综合征), 高血压性红细胞增多症"
Gaisbock's syndrome,,[医] 盖斯伯克氏综合征(高血压性红细胞增多)
gaiser,, [人名] 盖泽
Gaiseric,n king of the Vandals who seized Roman lands and invaded North Africa and sacked Rome (428-477),盖塞里克(即Genseric)
gait,n. a horse's manner of moving\nn. a person's manner of walking,"n. 步法, 步态\nvt. 训练...的步法"
gaita,,<西>n.西班牙风笛
gaitan,, [人名] 盖坦
gaite,, [人名] 盖特
gaited,"a. Having (such) a gait; -- used in composition; as,\n   slow-gaited; heavy-gaited.",a. 某种步态的
gaiter,n. a shoe covering the ankle with elastic gores in the sides\nn. legging consisting of a cloth or leather covering for the leg from the knee to the ankle,"n. 绑腿, 长统橡胶靴"
gaiters,n. a cloth covering (a legging) that covers the instep and ankles\nn. a shoe covering the ankle with elastic gores in the sides\nn. legging consisting of a cloth or leather covering for the leg from the knee to the ankle,n. 绑腿; 长统橡胶靴; 鞋罩; 雪套
gaither,, [人名] 盖瑟
Gaithersburg,,n. 盖瑟斯堡
gaits,n. the rate of moving (especially walking or running)\nn. a horse's manner of moving\nn. a person's manner of walking,"n. 步态, 步法( gait的复数形式 )"
Gaitskell,,盖茨克尔(姓氏)
gaitskill,, [人名] 盖茨吉尔
Gaius,n. Roman Emperor who succeeded Tiberius and whose uncontrolled passions resulted in manifest insanity; noted for his cruelty and tyranny; was assassinated (12-41),n. 圣加伊乌斯（古罗马作家、科学家）；盖乌斯（男子名）
